No. Reads;root;organism;Domain;Group;Phylum;Class;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Nevskiales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Nevskiales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;;;;;;;;;;;;;;;
